group,iri,type,thesaurus,description,comments,examples,required
Location,http://rs.tdwg.org/dwc/terms/islandGroup,,,,,,
Location,http://rs.tdwg.org/dwc/terms/island,,,,,,
Location,http://rs.tdwg.org/dwc/terms/country,,,,,,
Location,http://rs.tdwg.org/dwc/terms/countryCode,,,,,,
Location,http://rs.tdwg.org/dwc/terms/stateProvince,,,,,,
Location,http://rs.tdwg.org/dwc/terms/county,,,,,,
Location,http://rs.tdwg.org/dwc/terms/municipality,,,,,,
Location,http://rs.tdwg.org/dwc/terms/locality,,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimLocality,,,,,,
Location,http://rs.tdwg.org/dwc/terms/minimumElevationInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/maximumElevationInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimElevation,,,,,,
Location,http://rs.tdwg.org/dwc/terms/verticalDatum,,,,,,
Location,http://rs.tdwg.org/dwc/terms/minimumDepthInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/maximumDepthInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimDepth,,,,,,
Location,http://rs.tdwg.org/dwc/terms/minimumDistanceAboveSurfaceInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/maximumDistanceAboveSurfaceInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/locationAccordingTo,,,,,,
Location,http://rs.tdwg.org/dwc/terms/locationRemarks,,,,,,
Location,http://rs.tdwg.org/dwc/terms/decimalLatitude,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/decimalLongitude,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/geodeticDatum,,,,,,
Location,http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/coordinatePrecision,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/pointRadiusSpatialFit,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimCoordinates,,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimLatitude,,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimLongitude,,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,,,,,,
Location,http://rs.tdwg.org/dwc/terms/verbatimSRS,,,,,,
Location,http://rs.tdwg.org/dwc/terms/footprintWKT,,,,,,
Location,http://rs.tdwg.org/dwc/terms/footprintSRS,,,,,,
Location,http://rs.tdwg.org/dwc/terms/footprintSpatialFit,decimal,,,,,
Location,http://rs.tdwg.org/dwc/terms/georeferencedBy,,,,,,
Location,http://rs.tdwg.org/dwc/terms/georeferencedDate,,,,,,
Location,http://rs.tdwg.org/dwc/terms/georeferenceProtocol,,,,,,
Location,http://rs.tdwg.org/dwc/terms/georeferenceSources,,,,,,
Location,http://rs.tdwg.org/dwc/terms/georeferenceRemarks,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/geologicalContextID,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/group,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/formation,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/member,,,,,,
GeologicalContext,http://rs.tdwg.org/dwc/terms/bed,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identificationID,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/verbatimIdentification,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identificationQualifier,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/typeStatus,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/typifiedName,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identifiedBy,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identifiedByID,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/dateIdentified,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identificationReferences,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identificationVerificationStatus,,,,,,
Identification,http://rs.tdwg.org/dwc/terms/identificationRemarks,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/taxonID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/scientificNameID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/acceptedNameUsageID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/parentNameUsageID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/originalNameUsageID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/nameAccordingToID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/namePublishedInID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/taxonConceptID,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/scientificName,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/acceptedNameUsage,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/parentNameUsage,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/originalNameUsage,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/nameAccordingTo,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/namePublishedIn,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/namePublishedInYear,integer,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/higherClassification,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/kingdom,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/phylum,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/class,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/order,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/superfamily,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/family,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/subfamily,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/tribe,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/subtribe,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/genus,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/genericName,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/subgenus,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/infragenericEpithet,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/specificEpithet,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/infraspecificEpithet,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/cultivarEpithet,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/taxonRank,,http://rs.gbif.org/vocabulary/gbif/rank_2015-04-24.xml,,,,
Taxon,http://rs.tdwg.org/dwc/terms/verbatimTaxonRank,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/scientificNameAuthorship,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/vernacularName,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/nomenclaturalCode,,http://rs.gbif.org/vocabulary/gbif/nomenclatural_code.xml,,,,
Taxon,http://rs.tdwg.org/dwc/terms/taxonomicStatus,,,,,,
Taxon,http://rs.tdwg.org/dwc/terms/nomenclaturalStatus,,http://rs.gbif.org/vocabulary/gbif/nomenclatural_status_2019-02-08.xml,,,,
Taxon,http://rs.tdwg.org/dwc/terms/taxonRemarks,,,,,,
